㔂	lân
豬仔囝	tu-á-kiánn
豬公	ti-kang
豬公	tu-kang
豬哥	ti-ko
豬哥	tu-ko
豬哥牙	ti-ko-gê
豬哥牙	tu-ko-gê
豬哥神	ti-ko-sîn
豬哥神	tu-ko-sîn
豬屠	ti-tôo
豬屠	tu-tôo
豬心	ti-sim
豬心	tu-sim
豬槽	ti-tsô
豬槽	tu-tsô
豬母	ti-bó
豬母	tu-bó
豬母奶仔	ti-bó-ling-á
豬母奶仔	tu-bó-ni-á
豬母癲	ti-bó-tian
豬母癲	tu-bú-tian
豬母菜	ti-bó-tshài
豬母菜	tu-bó-tshài
豬油	ti-iû
豬油	tu-iû
豬油粕仔	ti-iû-phoh-á
豬油粕仔	tu-iû-phoh-á
豬灶	ti-tsàu
豬灶	tu-tsàu
豬牢	ti-tiâu
豬牢	tu-tiâu
豬狗精牲	ti-káu-tsing-senn
豬狗精牲	tu-káu-tsing-sinn
豬砧	ti-tiam
豬砧	tu-tiam
豬肉	ti-bah
豬肉	tu-bah
豬肚	ti-tōo
豬肚	tu-tōo
豬肝	ti-kuann
豬肝	tu-kuann
豬肝色	ti-kuann-sik
豬肝色	tu-kuann-sik
豬肺	ti-hì
豬肺	tu-hì
豬胚仔	ti-phue-á
豬胚仔	tu-phe-á
豬腸仔	ti-tn̂g-á
豬腸仔	tu-tn̂g-á
豬舌	ti-tsi̍h
豬舌	tu-tsi̍h
豬菜	ti-tshài
豬菜	tu-tshài
豬血	ti-hueh
豬血	tu-huih
豬血粿	ti-hueh-kué
豬血粿	tu-huih-ké
豬跤	ti-kha
豬跤	tu-kha
豬跤箍	ti-kha-khoo
豬跤箍	tu-kha-khoo
豬跤麵線	ti-kha-mī-suànn
豬跤麵線	tu-kha-mī-suànn
豬鋪	ti-phoo
豬鋪	tu-phoo
豬頭爿	ti-thâu-pîng
豬頭爿	tu-thâu-pîng
豬頭皮	ti-thâu-phuê
豬頭皮	tu-thâu-phê
豬頭肥	ti-thâu-puî
豬頭肥	tu-thâu-puî
豹	pà
貓	niau
貓仔	niau-á
貓兒竹	bâ-jî-tik
貓兒竹	bâ-lî-tik
貓咪	niau-bî
貓貓	niau-niau
貓貓相	niau-niau-siòng
貓霧仔光	bâ-bū-á-kng
貓霧光	bâ-bū-kng
貓面	niau-bīn
貓頭鳥	niau-thâu-tsiáu
負	hū
負債	hū-tsè
負擔	hū-tam
財	tsâi
財主	tsâi-tsú
財力	tsâi-li̍k
財團	tsâi-thuân
財子壽	tsâi-tsú-siū
財寶	tsâi-pó
財政	tsâi-tsìng
財源	tsâi-guân
財物	tsâi-bu̍t
財產	tsâi-sán
財神	tsâi-sîn
財神爺	tsâi-sîn-iâ
貢丸	kòng-uân
貢獻	kòng-hiàn
貢糖	kòng-thn̂g
貧惰	pîn-tuānn
貧惰骨	pîn-tuānn-kut
貧血	pîn-hiat
貧道	pîn-tō
貨	huè
貨	hè
貨主	huè-tsú
貨主	hè-tsú
貨尾	huè-bué
貨尾	hè-bé
貨底	huè-té
貨底	hè-tué
貨樣	huè-iūnn
貨樣	hè-iūnn
貨船	huè-tsûn
貨船	hè-tsûn
貨色	huè-sik
貨色	hè-sik
貨草	huè-tsháu
貨草	hè-tsháu
貨頭	huè-thâu
貨頭	hè-thâu
販	huàn
販仔	huàn-á
販仔白	huàn-á-pe̍h
販厝	huàn-tshù
販貨	phuànn-huè
販貨	phuànn-hè
販賣	huàn-bē
販賣	huàn-buē
貪	tham
貪官汙吏	tham-kuann-ù-lī
貪心	tham-sim
貪戀	tham-luân
貪財	tham-tsâi
貪食	tham-tsia̍h
貫	kǹg
貫針	kǹg-tsiam
責任	tsik-jīm
責任	tsik-līm
責備	tsik-pī
貯	té
貯	tué
貯飯	té-pn̄g
貯飯	tué-pn̄g
貴	kuì
貴人	kuì-jîn
貴人	kuì-lîn
貴參參	kuì-som-som
貴庚	kuì-kenn
貴庚	kuì-kinn
貴氣	kuì-khì
貴賓	kuì-pin
貴重	kuì-tiōng
貶	pián
買	bé
買	bué
買主	bé-tsú
買主	bué-tsú
買命	bé-miā
買命	bué-miā
買手	bé-tshiú
買手	bué-tshiú
買收	bé-siu
買收	bué-siu
買票	bé-phiò
買票	bué-phiò
買賣	bé-bē
買賣	bué-buē
貸款	tāi-khuán
貺	hīng
費	huì
費氣	huì-khì
費氣費觸	huì-khì-huì-tak
費用	huì-iōng
費神	huì-sîn
貼	tah
貼人食	thiap-lâng-tsia̍h
貼底	tah-té
貼底	tah-tué
貼心	tah-sim
貼本	thiap-pún
貼貼	tah-tah
貿	bāu
貿工	bāu-kang
貿易	bōo-i̍k
貿貨底	bāu-huè-té
貿貨底	bāu-hè-tué
貿頭	bāu-thâu
資料	tsu-liāu
資本	tsu-pún
資格	tsu-keh
資產	tsu-sán
賊	tsha̍t
賊仔	tsha̍t-á
賊仔市	tsha̍t-á-tshī
賊仔貨	tsha̍t-á-huè
賊仔貨	tsha̍t-á-hè
賊仔車	tsha̍t-á-tshia
賊船	tsha̍t-tsûn
賊頭	tsha̍t-thâu
賑災	tsín-tsai
賒	sia
賒數	sia-siàu
賒欠	sia-khiàm
賜	sù
賞	siúnn
賞月	siúnn-gue̍h
賞月	siúnn-ge̍h
賞狀	siúnn-tsn̄g
賞罰	siúnn-hua̍t
賞賜	siúnn-sù
賞金	siúnn-kim
賞錢	siúnn-tsînn
賠	puê
賠	pê
賠償	puê-siông
賠償	pê-siông
賠錢	puê-tsînn
賠錢	pê-tsînn
賢	hiân
賢慧	hiân-huē
賣	bē
賣	buē
賣命	bē-miā
賣命	buē-miā
賣身	bē-sin
賣身	buē-sin
賤	tsiān
賤蟲	tsiān-thâng
質	tsit
質問	tsit-mn̄g
質詢	tsit-sûn
質量	tsit-liōng
賭	tóo
賭強	tóo-kiông
賭氣	tóo-khì
賰	tshun
賰的	tshun--ê
賰錢	tshun-tsînn
賴	luā
賴賴趖	luā-luā-sô
賺食	tsuán-tsia̍h
贈送	tsīng-sàng
贊助	tsàn-tsōo
贊同	tsàn-tông
贊成	tsàn-sîng
贊聲	tsàn-siann
贌	pa̍k
贌田	pa̍k-tshân
贏	iânn
贏面	iânn-bīn
贖	sio̍k
贖身	sio̍k-sin
赤	tshiah
赤焱焱	tshiah-iānn-iānn
赤牛	tshiah-gû
赤目	tshiah-ba̍k
赤砂	tshiah-sua
赤肉	tshiah-bah
赤跤	tshiah-kha
赤跤仙仔	tshiah-kha-sian-á
赤鯮	tshiah-tsang
赦	sià
赦免	sià-bián
赦罪	sià-tsuē
走	tsáu
走傱	tsáu-tsông
走味	tsáu-bī
走唱	tsáu-tshiùnn
走學	tsáu-o̍h
走山	tsáu-suann
走揣	tsáu-tshuē
走揣	tsáu-tshē
走桌的	tsáu-toh--ê
走標	tsáu-pio
走水	tsáu-tsuí
走江湖	tsáu-kang-ôo
走無路	tsáu-bô-lōo
走狗	tsáu-káu
走相掠	tsáu-sio-lia̍h
走相逐	tsáu-sio-jiok
走相逐	tsáu-sio-lip
走私	tsáu-su
走精	tsáu-tsing
走縒	tsáu-tsua̍h
走腹	tsáu-pak
走色	tsáu-sik
走街仔仙	tsáu-ke-á-sian
走街仔仙	tsáu-kue-á-sian
走袂開跤	tsáu-bē-khui-kha
走袂開跤	tsáu-buē-khui-kha
走袂離	tsáu-bē-lī
走袂離	tsáu-buē-lī
走赦馬	tsáu-sià-bé
走路	tsáu-lōo
走跳	tsáu-thiàu
走閃	tsáu-siám
走音	tsáu-im
走馬燈	tsáu-bé-ting
赴	hù
起	khí
起事	khí-sū
起來	khí-lâi
起價	khí-kè
起凊瘼	khí-tshìn-mo̍oh
起厝	khí-tshù
起呸面	khí-phuì-bīn
起因	khí-in
起家	khí-ke
起帆	khí-phâng
起床	khí-tshn̂g
起性地	khí-sìng-tē
起性地	khí-sìng-tuē
起戇	khí-gōng
起手	khí-tshiú
起毛	khí-moo
起毛䆀	khí-moo bái
起毛婸	khí-moo giang
起火	khí-hué
起火	khí-hé
起無空	khí-bô-khang
起狂	khí-kông
起痟	khí-siáu
起碇	khí-tiānn
起碼	khí-má
起磅	khí-pōng
起程	khí-thîng
起童	khí-tâng
起色	khí-sik
起落	khí-lo̍h
起藥蛆	khí-io̍h-tshi
起藥蛆	khí-io̍h-tshu
起蛟龍	khí-kau-lîng
起行	khí-kiânn
起訴	khí-sòo
起豹飆	khí-pà-pio
起跤動手	khí-kha-tāng-tshiú
起酒痟	khí-tsiú-siáu
起雄	khí-hiông
起雞母皮	khí-ke-bó-phuê
起雞母皮	khí-kue-bó-phê
起頭	khí-thâu
起風	khí-hong
起鼓	khí-kóo
起𪁎	khí-tshio
趁	thàn
趁早	thàn-tsá
趁流水	thàn-lâu-tsuí
趁燒	thàn sio
趁私奇	thàn-sai-khia
趁錢	thàn-tsînn
趁食	thàn-tsia̍h
趁食人	thàn-tsia̍h-lâng
趁食查某	thàn-tsia̍h-tsa-bóo
趁食間	thàn-tsia̍h-king
超度	tshiau-tōo
超生	tshiau-sing
超級	tshiau-kip
超過	tshiau-kuè
超過	tshiau-kè
越	ua̍t
越頭	ua̍t-thâu
趒	tiô
趒跤頓蹄	tiô-kha-tǹg-tê
趕	kuánn
趕工	kuánn-kang
趕緊	kuánn-kín
趕路	kuánn-lōo
趖	sô
趖跤趖手	sô-kha-sô-tshiú
趣味	tshù-bī
趨	tshu
趨冰	tshu-ping
足	tsiok
很  tsok
趼	lan
跂	kué
跂	ké
跂跤	kué kha
跂跤	ké kha
跋	pua̍h
跋倒	pua̍h-tó
跋感情	pua̍h-kám-tsîng
跋桮	pua̍h-pue
跋牌仔	pua̍h-pâi-á
跋筊	pua̍h-kiáu
跍	khû
跑	tsáu
走  kiânn
跑馬	pháu-bé
跔	ku
跕	liam
跙	tshū
跙一倒	tshū tsi̍t tó
跙倒	tshū-tó
跙流籠	tshū-liû-lông
跛	pái
跛跤	pái-kha
跟	kin
跟	kun
跟綴	kin-tuè
跟綴	kun-tè
跟隨	kin-suî
跟隨	kun-suî
跡	jiah
跡	liah
跤	kha
跤仔	kha-á
跤來手來	kha-lâi-tshiú-lâi
跤兜	kha-tau
跤刀	kha-to
跤尖手幼	kha-tsiam-tshiú-iù
跤尾	kha-bué
跤尾	kha-bé
跤尾紙	kha-bué-tsuá
跤尾紙	kha-bé-tsuá
跤尾飯	kha-bué-pn̄g
跤尾飯	kha-bé-pn̄g
跤帛	kha-pe̍h
跤底	kha-té
跤底	kha-tué
跤後曲	kha-āu-khiau
跤後肚	kha-āu-tóo
跤後蹬	kha-āu-tenn
跤手	kha-tshiú
跤指頭仔	kha-tsíng-thâu-á
跤捗	kha-pôo
跤擋	kha-tòng
腳剎車  kha-tòng
手擋    tshiú-tòng
跤數	kha-siàu
跤斗	kha-táu
跤曲	kha-khiau
跤枷	kha-kê
跤桶	kha-tháng
跤梢	kha-sau
跤梢間仔	kha-sau-king-á
跤模	kha-bôo
跤模手印	kha-bôo-tshiú-ìn
跤步	kha-pōo
跤液	kha-sio̍h
跤爪	kha-jiáu
跤爪	kha-niáu
跤球	kha-kiû
跤盤	kha-puânn
跤目	kha-ba̍k
跤筋	kha-kin
跤筋	kha-kun
跤縫	kha-phāng
跤肚	kha-tóo
跤肚骨	kha-tóo-kut
跤胴	kha-tâng
跤胴骨	kha-tâng-kut
跤腿	kha-thuí
跤跡	kha-jiah
跤跡	kha-liah
跤踏仔	kha-ta̍h-á
跤踏車	kha-ta̍h-tshia
跤蹄	kha-tê
跤頭趺	kha-thâu-u
跤骨	kha-kut
跤麻手痺	kha-bâ-tshiú-pì
跤鼻臁	kha-phīnn-liâm
跩	tsuāinn
跪	kuī
跪拜	kuī-pài
路	lōo
路尾	lōo-bué
路尾	lōo-bé
路旁屍	lōo-pông-si
路沖	lōo-tshiong
路燈	lōo-ting
路用	lōo-īng
路祭	lōo-tsè
路程	lōo-tîng
路草	lōo-tsháu
路費	lōo-huì
路途	lōo-tôo
路邊	lōo-pinn
路邊擔仔	lōo-pinn-tànn-á
路頭	lōo-thâu
跳	thiàu
跳加冠	thiàu-ka-kuan
跳年	thiàu-nî
跳水	thiàu-tsuí
跳港	thiàu-káng
跳童	thiàu-tâng
跳索仔	thiàu-soh-á
跳舞	thiàu-bú
跳踢	thiàu-thah
跳踢	thiàu-that
跳逝	thiàu-tsuā
跳針	thiàu-tsiam
踅	se̍h
踅玲瑯	se̍h-lin-long
踅神	se̍h-sîn
踅螺梯	se̍h-lê-thui
踅街	se̍h-ke
踅街	se̍h-kue
踅踅唸	se̍h-se̍h-liām
踅輾轉	se̍h-liàn-tńg
踅頭	se̍h-thâu
踏	ta̍h
踏差	ta̍h-tsha
踏斗	ta̍h-táu
踏枋	ta̍h-pang
踏硬	ta̍h-ngē
踏硬	ta̍h-ngī
踏話頭	ta̍h-uē-thâu
踏蹺	ta̍h-khiau
踢	that
踢毽子	that-kiàn-tsí
踢被	that phuē
踢被	that phē
踩街	tshái-ke
踩街	tshái-kue
踮	tiàm
踮沬	tiàm-bī
蹁	phîn
蹄	tê
蹄	tuê
蹊蹺	khi-khiau
蹌箍螺	tshiáng-khoo-lê
蹌跤雞	tshiáng-kha-ke
蹌跤雞	tshiáng-kha-kue
蹓	lau
蹔	tsàm
蹔跤步	tsàm-kha-pōo
蹛	tuà
蹛院	tuà-īnn
蹧躂	tsau-that
蹺	khiau
蹽	liâu
蹽溪仔	liâu khe-á
蹽溪仔	liâu khue-á
蹽落去	liâu--lo̍h-khì
躄	phih
躊躇	tiû-tû
躘	liòng
躘被	liòng phuē
躘被	liòng phē
躡	neh
躡	nih
躡跤尾	neh-kha-bué
躡跤尾	nih-kha-bé
身	sin
一身    tsi̍t sian
身世	sin-sè
身價	sin-kè
身命	sin-miā
身屍	sin-si
身懸	sin-kuân
身材	sin-tsâi
身軀	sin-khu
身軀邊	sin-khu-pinn
身體	sin-thé
躼	lò
躼跤	lò-kha
躼跤仔	lò-kha-á
躽	nuà
軀	su
軁	nǹg
軁狗空仔	nǹg-káu-khang-á
軁錢空	nǹg-tsînn-khang
軁鑽	nǹg-tsǹg
車	tshia
車仔	tshia-á
車仔線	tshia-á-suànn
車仔針	tshia-á-tsiam
車前草	ki-tsiân-tsháu
車前草	ku-tsiân-tsháu
車單	tshia-tuann
車布邊	tshia pòo-pinn
車幫	tshia-pang
車後斗	tshia-āu-táu
車心	tshia-sim
車手	tshia-tshiú
車掌	tshia-tsióng
車擋	ta̍h-tòng
剎車    ta̍h-tòng
手剎車  tshiú-tòng
腳剎車  kha-tòng
車斗	tshia-táu
車母	tshia-bú
車母	tshia-bó
車票	tshia-phiò
車站	tshia-tsām
車路	tshia-lōo
車輪	tshia-lián
車錢	tshia-tsînn
車頭	tshia-thâu
車鼓戲	tshia-kóo-hì
軋	kauh
軌道	kuí-tō
軍	kun
軍事	kun-sū
軍法	kun-huat
軍艦	kun-lām
軍隊	kun-tuī
軟	nńg
軟㽎㽎	nńg-sìm-sìm
軟塗深掘	nńg-thôo-tshim-ku̍t
軟市	nńg-tshī
軟弱	luán-jio̍k
軟弱	luán-lio̍k
軟心	nńg-sim
軟晡	nńg-poo
軟汫	nńg-tsiánn
軟絲仔	nńg-si-á
軟膏膏	nńg-kô-kô
軟荍荍	nńg-siô-siô
軟跤	nńg-kha
軟跤蝦	nńg-kha-hê
軟轎	nńg-kiō
軟骨	nńg-kut
軟𩛩𩛩	nńg-kauh-kauh
較	kah
較停仔	khah-thîng-á
較加	khah-ke
較大面	khah-tuā-bīn
較快	khah khuài
較早	khah-tsá
較講	khah-kóng
較車	kà-tshia
較輸	khah-su
載	tsài
輓聯	buán-liân
輔助	hú-tsōo
輔導	hú-tō
輕	khin
輕便	khin-piān
輕便車	khing-piān-tshia
輕可	khin-khó
輕手	khin-tshiú
輕秤	khin-tshìn
輕聲細說	khin-siann-sè-sueh
輕聲細說	khin-siann-suè-seh
輕薄	khin-po̍h
輕視	khin-sī
輕重	khin-tāng
輕銀	khin-gîn
輕銀	khin-gûn
輕鬆	khin-sang
輦	lián
輦轎仔	lián-kiō-á
輩	puè
輪	lián
輪仔	lián-á
輪值	lûn-ti̍t
輪框	lián-khing
輪班	lûn-pan
輪迴	lûn-huê
輪鬮	lûn-khau
輸	su
輸入	su-ji̍p
輸入	su-li̍p
輸出	su-tshut
輸血	su-hueh
輸血	su-huih
輸贏	su-iânn
輸面	su-bīn
輾	liàn
輾轉	liàn-tńg
轉	tsuán
轉世	tsuán-sè
轉來	tńg--lâi
轉去	tńg--khì
轉喙	tńg-tshuì
轉外家	tńg guā-ke
轉大人	tńg-tuā-lâng
轉學	tsuán-ha̍k
轉彎	tńg-uan
轉彎踅角	tńg-uan-se̍h-kak
轉後頭	tńg āu-thâu
轉斡	tńg-uat
轉聲	tńg-siann
轉臍	tńg-tsâi
轉變	tsuán-piàn
轉踅	tńg-se̍h
轉輪	tńg-lûn
轉錢空	tńg-tsînn-khang
轉骨	tńg-kut
轎	kiō
轎車	kiau-tshia
辛	sin
辛勞	sin-lô
辛苦	sin-khóo
辛苦病疼	sin-khóo-pēnn-thiànn
辛苦病疼	sin-khóo-pīnn-thiànn
辜負	koo-hū
辣	lua̍h
辦	pān
辦公	pān-kong
辦桌	pān-toh
辦法	pān-huat
辦理	pān-lí
辦貨	pān-huè
辦貨	pān-hè
辭	sî
辭典	sû-tián
辭別	sî-pia̍t
辭職	sî-tsit
辭頭路	sî thâu-lōo
辮	pīnn
辯	piān
辯士	piān-sū
辯解	piān-kái
辯論	piān-lūn
辯護	piān-hōo
辯護士	piān-hōo-sū
辰	sîn
農	lông
農作物	lông-tsok-bu̍t
農具	lông-kū
農場	lông-tiûnn
農村	lông-tshun
農業	lông-gia̍p
農民	lông-bîn
農民曆	lông-bîn-li̍k
迎	ngiâ
迎接	gîng-tsiap
迎新棄舊	ngiâ-sin-khì-kū
迎燈	ngiâ-ting
迎神	ngiâ-sîn
迎鬧熱	ngiâ-lāu-jia̍t
迎鬧熱	ngiâ-lāu-lia̍t
近	kīn
近	kūn
近來	kīn-lâi
近來	kūn-lâi
近倚	kīn-uá
近倚	kūn-uá
近廟欺神	kīn-biō-khi-sîn
近廟欺神	kūn-biō-khi-sîn
近視	kīn-sī
近視	kūn-sī
近親	kīn-tshin
近親	kūn-tshin
迒	hānn
迫	pik
迫促	pik-tshik
迫促	pik-tshiok
迫倚	pik-uá
迫近	pik-kīn
迫近	pik-kūn
迵	thàng
迵海	thàng-hái
迵過	thàng--kuè
迵過	thàng--kè
迷	bê
迷亂	bê-luān
迷信	bê-sìn
迷戀	bê-luân
迸	piàng
追	tui
追加	tui-ka
追求	tui-kiû
追究	tui-kiù
追認	tui-jīn
退	thè
退伍	thè-ngóo
退休	thè-hiu
退冰	thè-ping
退婚	thè-hun
退學	thè-ha̍k
退定	thè-tiānn
退後	thè-āu
退時	thè-sî
退步	thè-pōo
退流	thè-lâu
退火	thè-hué
退火	thè-hé
退熱	thè-jia̍t
退熱	thè-lia̍t
退癀	thè-hông
退童	thè-tâng
退股	thè-kóo
退色	thè-sik
退酒	thè-tsiú
送	sàng
送上山	sàng-tsiūnn-suann
送嫁	sàng-kè
送定	sàng-tiānn
送日仔	sàng-ji̍t-á
送日仔	sàng-li̍t-á
送神	sàng-sîn
送禮	sàng-lé
逃	tô
逃亡	tô-bông
逃兵	tô-ping
逃命	tô-miā
逃犯	tô-huān
逃走	tô-tsáu
逃避	tô-pī
逆	gi̍k
逆天	gi̍k-thinn
逆子	gi̍k-tsú
逍遙	siau-iâu
透	thàu
透世人	thàu-sì-lâng
透中晝	thàu-tiong-tàu
透尾	thàu-bué
透尾	thàu-bé
透年	thàu-nî
透底	thàu-té
透底	thàu-tué
透心涼	thàu-sim-liâng
透抽	thàu-thiu
透日	thàu-ji̍t
透日	thàu-li̍t
透早	thàu-tsá
透暗	thàu-àm
透暝	thàu-mê
透暝	thàu-mî
透流	thàu-lâu
透濫	thàu-lām
透雨	thàu-hōo
透風	thàu-hong
逐	jiok
逐	lip
逐个	ta̍k ê
逐家	ta̍k-ke
逐工	ta̍k-kang
逐年	ta̍k-nî
逐擺	ta̍k-pái
逐日	ta̍k-ji̍t
逐日	ta̍k-li̍t
逐暗	ta̍k-àm
逐項	ta̍k hāng
途	tôo
這	tse
這世人	tsit-sì-lâng
這搭	tsit-tah
這站	tsit-tsām
這聲	tsit-siann
這過	tsit-kuè
這過	tsit-kè
這陣	tsit-tsūn
這馬	tsit-má
這點仔	tsit-tiám-á
通	thang
通人	thong-lâng
通人知	thong-lâng-tsai
通光	thang-kng
通報	thong-pò
通姦	thong-kan
通常	thong-siông
通批	thong-phue
通書	thong-su
通用	thong-iōng
通知	thong-ti
通緝	thong-tsi̍p
通譯	thong-i̍k
通過	thong-kuè
通過	thong-kè
通風	thang-hong
通鼓	thong-kóo
逝	tsuā
逞	thíng
速度	sok-tōo
造	tsō
造化	tsō-huà
造反	tsō-huán
造福	tsō-hok
造話	tsō-uē
造路	tsō-lōo
連	liân
連回	liân-huê
連環	liân-khuân
連累	liân-luī
連紲	liân-suà
連續	liân-sio̍k
連鞭	liâm-mi
進	tsìn
進前	tsìn-tsîng
進化	tsìn-huà
進口	tsìn-kháu
進步	tsìn-pōo
進行	tsìn-hîng
進退	tsìn-thè
進香	tsìn-hiunn
逼	pik
逼籤詩	pik-tshiam-si
遇	gū
遇著	gū--tio̍h
遊	iû
遊覽車	iû-lám-tshia
運	ūn
運動	ūn-tōng
運動埕	ūn-tōng-tiânn
運動會	ūn-tōng-huē
運命	ūn-miā
運氣	ūn-khì
運河	ūn-hô
運用	ūn-iōng
運輸	ūn-su
運轉	ūn-tsuán
運轉手	ūn-tsuán-tshiú
運送	ūn-sàng
運途	ūn-tôo
遍	piàn
過	kò
過分	kuè-hun
過分	kè-hun
過去	kuè-khì
過去	kè-khì
過名	kuè-miâ
過名	kè-miâ
過喙	kuè-tshuì
過喙	kè-tshuì
過失	kuè-sit
過失	kè-sit
過年	kuè-nî
過年	kè-nî
過度	kuè-tōo
過度	kè-tōo
過往	kuè-óng
過往	kè-óng
過後	kuè-āu
過後	kè-āu
過心	kuè-sim
過心	kè-sim
過意	kuè-ì
過意	kè-ì
過戶	kuè-hōo
過戶	kè-hōo
過房	kuè-pâng
過房	kè-pâng
過手	kuè-tshiú
過手	kè-tshiú
過數	kuè-siàu
過數	kè-siàu
過日	kuè-ji̍t
過日	kè-li̍t
過時	kuè-sî
過時	kè-sî
過暝	kuè-mê
過暝	kè-mî
過橋	kuè-kiô
過氣	kuè-khuì
過氣	kè-khuì
過水	kuè-tsuí
過水	kè-tsuí
過渡	kuè-tōo
過渡	kè-tōo
過火	kuè-hué
過火	kè-hé
過爐	kuè-lôo
過爐	kè-lôo
過癮	kuè-giàn
過癮	kè-giàn
過目	kuè-ba̍k
過目	kè-ba̍k
過磅	kuè-pōng
過磅	kè-pōng
過謙	kòo-khiam
過路人	kuè-lōo-lâng
過路人	kè-lōo-lâng
過身	kuè-sin
過身	kè-sin
過門	kuè-mn̂g
過門	kè-mn̂g
過面	kuè-bīn
過面	kè-bīn
過頭	kuè-thâu
過頭	kè-thâu
過鹹水的	kuè-kiâm-tsuí--ê
過鹹水的	kè-kiâm-tsuí--ê
遏	at
遏手把	at-tshiú-pà
遏泔	at-ám
遐	hia
遐	hiâ
遐爾	hiah-nī
遐爾仔	hiah-nī-á
遐的	hia-ê
道	tō
道友	tō-iú
道士	tō-sū
道德	tō-tik
道教	Tō-kàu
道理	tō-lí
道義	tō-gī
道行	tō-hīng
道路	tō-lōo
違反	uî-huán
違背	uî-puē
遛	liù
遛手	liù-tshiú
遛疕仔	liù-phí-á
遛皮	liù-phuê
遛皮	liù-phê
遠	hn̄g
遠親	uán-tshin
遠足	uán-tsiok
遨	gô
適合	sik-ha̍p
適當	sik-tòng
遭遇	tso-gū
遮	tsia
遮日	jia-ji̍t
遮日	lia-li̍t
遮爾	tsiah-nī
遮爾仔	tsiah-nī-á
遮的	tsia-ê
遮瞞	jia-muâ
遮瞞	lia-muâ
遮閘	jia-tsa̍h
遮閘	lia-tsa̍h
遮雨	jia-hōo
遮雨	lia-hōo
遮風	jia-hong
遮風	lia-hong
遵命	tsun-bīng
遵守	tsun-siú
遷	tshian
遷居	tshian-ki
遷居	tshian-ku
遷徙	tshian-suá
選	suán
選手	suán-tshiú
選擇	suán-ti̍k
選票	suán-phiò
選舉	suán-kí
選舉	suán-kú
遹	u̍t
遺	i
遺囑	uî-tsiok
遺憾	uî-hām
遺書	uî-su
遺產	uî-sán
遺言	uî-giân
避	pī
避免	pī-bián
邀請	iau-tshiánn
還	hîng
還俗	huân-sio̍k
還數	hîng siàu
還錢	hîng tsînn
邊	pian
邊仔	pinn--á
那	hit
一邊    ná
邪	siâ
郊	kau
郊外	kau-guā
郎	lông
郎君	lông-kun
部	pōo
部下	pōo-hā
部份	pōo-hūn
部位	pōo-uī
部落	pōo-lo̍k
部長	pōo-tiúnn
郵件	iû-kiānn
郵便局	iû-piān-kio̍k
郵局	iû-kio̍k
郵差	iû-tshai
郵政	iû-tsìng
郵票	iû-phiò
郵筒	iû-tâng
都	to
都合	too-ha̍p
都市	too-tshī
鄉土	hiong-thóo
鄉村	hiong-tshun
鄉親	hiong-tshin
鄉里	hiunn-lí
鄉鎮	hiong-tìn
鄉長	hiong-tiúnn
鄙	phí
鄰	lîn
酉	iú
配	phuè
配	phè
配合	phuè-ha̍p
配合	phè-ha̍p
配料	phuè-liāu
配料	phè-liāu
配給	phuè-kip
配給	phè-kip
配角	phuè-kak
配角	phè-kak
配頭	phuè-thâu
配頭	phè-thâu
酒	tsiú
酒仙	tsiú-sian
酒杯	tsiú-pue
酒樓	tsiú-lâu
酒母	tsiú-bú
酒漏仔	tsiú-lāu-á
酒瓶	tsiú-pân
酒甌	tsiú-au
酒甕	tsiú-àng
酒甜	tsiú-tinn
酒癖	tsiú-phiah
酒矸	tsiú-kan
酒矸仔嫂	tsiú-kan-á-só
酒矸窒仔	tsiú-kan-that-á
酒窟仔	tsiú-khut-á
酒糟	tsiú-tsau
酒配	tsiú-phuè
酒配	tsiú-phè
酒醉	tsiú-tsuì
酒開仔	tsiú-khui-á
酥	soo
酥腰	soo-io
酵	kànn
酵母	kànn-bó
酷刑	khok-hîng
酸	sng
酸甘甜	sng-kam-tinn
酸筍	sng-sún
酺	pôo
醃	am
醃瓜	am-kue
醃缸	am-kng
醉	tsuì
醋	tshòo
醋桶	tshòo-tháng
醒	tshénn
醒	tshínn
醒悟	síng-ngōo
醫	i
醫學	i-ha̍k
醫治	i-tī
醫生	i-sing
醫生館	i-sing-kuán
醫術	i-su̍t
醬	tsiùnn
醬料	tsiùnn-liāu
醬瓜仔	tsiùnn-kue-á
醬菜	tsiùnn-tshài
醬鹹	tsiùnn-kiâm
釋迦	niau-lâi-á
貓梨仔    niau-lâi-á
里	lí
重	tāng
重倍	tîng-puē
重傷	tāng-siong
重利	tāng-lāi
重句	tîng-kù
重大	tiōng-tāi
重巡	tîng-sûn
重手	tāng-tshiú
重手頭	tāng-tshiú-thâu
重擔	tāng-tànn
重敧爿	tāng-khi-pîng
重新	tiông-sin
重本	tāng-pún
重病	tāng-pēnn
重病	tāng-pīnn
重眠	tiōng-bîn
重穿	tiōng-tshīng
重耽	tîng-tânn
重聲	tāng-siann
重要	tiōng-iàu
重視	tiōng-sī
重重疊疊	tîng-tîng-tha̍h-tha̍h
重錢	tiōng-tsînn
重陽節	Tiông-iông-tseh
重陽節	Tiông-iông-tsueh
重頭輕	tāng-thâu-khin
重食	tiōng-tsia̍h
重鹹	tāng-kiâm
野	iá
野味	iá-bī
野心	iá-sim
野性	iá-sìng
野獸	iá-siù
野球	iá-kiû
野生	iá-sing
野蠻	iá-bân
野雞仔車	iá-ke-á-tshia
